Identifier,Text,Source,Type,TimeStamp
cleaned_content.txt_36,"n May require you to submit documentation
to confirm information that you put on your
application.
For more information on how we protect your privacy,
read the Marketplaces full privacy statement at
HealthCare.gov privacy.""
""read the Marketplaces full privacy statement at
HealthCare.gov privacy.
In addition to the steps we take to protect your
privacy, here are a few tips you can follow to keep your
information safe on HealthCare.gov:
n Visit the correct website.
When applying for
Marketplace coverage, be sure to visit
HealthCare.gov.
There are many other companies
that may try to mislead you and falsely give
the impression that theyre associated with the
Marketplace or HealthCare.gov.
There are also
websites that look the same or have a similar
web address and use the words healthcare
and Marketplace, but arent the official, trusted
resource.
n Make sure when you visit HealthCare.gov, the web
address reads: https: www.HealthCare.gov and
has a padlock image .
This means the website is
secure.
n Clear your cookies and cache.
For more information
on how to do this, visit HealthCare.gov tips-andtroubleshooting browsers-and-settings.
Be informed
n Visit HealthCare.gov to learn the basics.
n Compare coverage options carefully before picking
a health plan.
n Look for official government seals or logos.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_37,"a health plan.
n Look for official government seals or logos.
If youre
getting help from a Marketplace assister, ask to see
certifications.
n Know the Marketplace Open Enrollment dates.
No one can enroll you after Open Enrollment
ends unless you have a qualifying life event or are
eligible for a Special Enrollment Period.
For more
information, visit HealthCare.gov coverage-outsideopen-enrollment.
n Be suspicious of anyone who charges you a fee
to enroll in coverage.
Marketplace assisters, like
Navigators and certified application counselors,""
""to enroll in coverage.
Marketplace assisters, like
Navigators and certified application counselors,
shouldnt ask you for money to help enroll you in a
Marketplace plan.
n Remember that if you have Medicare, its against the
law for someone to sell you a Marketplace plan.
n Learn how to protect yourself from tax scams.
For
more information, visit HealthCare.gov how-can-iprotect-myself-from-tax-scams.
Protect your personal information
n If a website doesnt look secure, dont enter any
personal information.
Only enter your personal
information into websites that are encrypted and
secure.
The standard features that show a website is
secure, like HealthCare.gov, are a padlock symbol
and an https web address.
n No one should ask for your personal health
information.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_38,"and an https web address.
n No one should ask for your personal health
information.
n Keep personal and account numbers private.
Dont
give your Social Security Number (SSN) or credit
card or banking information to companies you didnt
contact or in response to advertisements.
Note: If
you get help from a Marketplace assister, they may
need certain personal information, like your SSN, to
help you enroll.
n 
Medicare  
the Health
Insurance
Marketplace
If you dont have (and dont qualify for) Medicare,
the Health Insurance Marketplace  can help you find
coverage that fits your needs and budget.
Depending
on your situation, you may be able to choose the
Marketplace instead of Medicare for your health
coverage.
I already have Medicare.
Should I
enroll in the Marketplace?
No.
The Marketplace doesnt affect your Medicare
choices or benefits.
This means no matter how you
get Medicare, whether through Original Medicare or a
Medicare Advantage Plan, you dont have to make any
changes.
Can I get a Marketplace plan in
addition to Medicare?
No.
Its against the law for someone who knows you
have Medicare to sell you a Marketplace plan.
This is
true even if you have only Medicare Part A (Hospital
Insurance) or only Medicare Part B (Medical Insurance).",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_39,"Insurance) or only Medicare Part B (Medical Insurance).
If you want coverage to add to Original Medicare,
visit Medicare.gov to learn more about Medicare
Supplement Insurance (Medigap) policies.
You
can also learn about other Medicare options, like
Medicare Advantage Plans.
Can I choose Marketplace coverage
instead of Medicare?
Generally, no.
But there are some situations where
you can choose Marketplace coverage instead of
Medicare:""
""you can choose Marketplace coverage instead of
Medicare:
n If youre eligible for Medicare but havent signed
up because you:
  Would have to pay a Part A premium
  Have End-Stage Renal Disease (ESRD) and you
havent signed up for Medicare (go to page 3
for more details)
  Arent collecting Social Security benefits before
youre eligible for Medicare
If youre eligible for premium-free Part A, but
choose Marketplace coverage instead, you wont
qualify for help paying your Marketplace plan
premiums.
n If youre paying a premium for Part A, you can
drop your Part A and Part B coverage and get
a Marketplace plan, but you should first see if
Marketplace coverage meets your needs and fits
your budget.
In some cases, Part A will be cheaper
than a Marketplace plan without financial help.
Note: If you get premium-free Medicare Part A, you",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_40,"Note: If you get premium-free Medicare Part A, you
cant drop Medicare without also dropping your
retiree or disability benefits (Social Security or Railroad
Retirement Board).
Youll also have to pay back all
retirement or disability benefits you got and all costs
Medicare paid for your health care claims.
Before making either of these choices, consider these 3
important points:
n If you enroll in Medicare after your Initial
Enrollment Period ends, you may have to pay a
late enrollment penalty for as long as you have
Medicare.
n Generally, if you dont sign up during your Initial
Enrollment Period, you can enroll in Medicare only
during the Medicare General Enrollment Period
(January 1  March 31).
Beginning January 1, 2023,""
""(January 1  March 31).
Beginning January 1, 2023,
when you sign up during this period, your coverage
starts the first day of the month after you sign up.
n If you get premium-free Part A after already having
Marketplace coverage, you wont qualify for help
paying your Marketplace plan premiums.
I have Marketplace coverage.
What
should I do if I become eligible for
Medicare after I join a Marketplace
plan?
If you have coverage through an individual Marketplace
plan (not through an employer), you should enroll in",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_41,"If you have coverage through an individual Marketplace
plan (not through an employer), you should enroll in
Medicare during your Initial Enrollment Period to avoid
a delay in Medicare coverage and the possibility of
a late enrollment penalty.
In most cases, youll want
to end your Marketplace coverage.
To avoid a gap in
coverage, you should end your Marketplace coverage
once you know the date your Medicare coverage will
start.
Usually, youll want your Marketplace coverage to end
the day before your Medicare coverage starts.
Note: If you continue to get help paying for your
Marketplace plan premiums after you have Medicare,""
""Marketplace plan premiums after you have Medicare,
you may have to pay back some or all of the help you
got when you file your federal income taxes.
I share a plan with others in my
household.
What happens if my
Marketplace coverage isnt renewing
because I have Medicare?
Plans wont re-enroll you in your Marketplace coverage
if they know you have Medicare.
This means itll also
end coverage for everyone on your Marketplace
plan, including the people who arent enrolled in
Medicare.
Your Marketplace plan will send you a
letter that includes information for the other people
on your plan including how to enroll in new coverage
in the Marketplace.
I have End-Stage Renal Disease (ESRD)",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_42,"in the Marketplace.
I have End-Stage Renal Disease (ESRD)
and I havent signed up for Medicare.
Can I get a Marketplace plan?
Yes.
People with ESRD arent required to sign up for
Medicare.
If you have ESRD and dont have either
Medicare Part A or Part B, you can get a Marketplace
plan.
You may also be eligible for help with paying your
Marketplace plan premiums or other medical costs.
But if you enroll in Part A and your coverage starts, any
financial help you get through the Marketplace will stop.
I have Medicare coverage due to ESRD.
Can I drop my Medicare coverage and
choose a Marketplace plan?
Generally, no.
Once you apply for Medicare, your
Medicare coverage will end one year after you stop""
""Medicare coverage will end one year after you stop
getting regular dialysis or 36 months after a successful
kidney transplant.
However, you may withdraw your
original Medicare application.
You would have to
repay all costs Medicare covered, pay any outstanding
balances, and refund any benefits you got from Social
Security or the Railroad Retirement Board.
Once you
repay all Medicare-covered costs, Medicare will process
the withdrawal as though you never had Medicare at all.
If I have Medicare, can I get a standalone dental plan through the
Marketplace?",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_43,"If I have Medicare, can I get a standalone dental plan through the
Marketplace?
n In most cases, no.
If the Marketplace in your
state is run by the federal government through
HealthCare.gov, you wont be able to buy a standalone dental plan unless youre also buying a health
plan.
n If your state runs its own Marketplace, you may
be able to buy a stand-alone dental plan, if ones
available.
Visit HealthCare.gov marketplace-inyour-state for a list of states that run their own
Marketplace.
Is prescription drug coverage through
the Marketplace considered creditable
prescription drug coverage for
Medicare Part D?
It depends on the plan.
While prescription drug
coverage is an essential health benefit, prescription
drug coverage in a Marketplace plan isnt required
to be at least as good as Medicare Part D coverage
(creditable).
But all private insurance companies that
offer prescription drug coverage, including Marketplace
plans, must determine if their prescription drug
coverage is creditable each year and let you know in
writing.
Visit Medicare.gov for more information on
creditable coverage.
If I have Medicare coverage, can I get
help paying for my Medicare costs?""
""If I have Medicare coverage, can I get
help paying for my Medicare costs?
n If you need help with your Part A and B costs, you
can apply for a Medicare Savings Program.
Know Your",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_44,"can apply for a Medicare Savings Program.
Know Your
Rights
in the Health
Insurance
Marketplace
You have certain rights when you enroll in a
Marketplace health plan.
These rights include:
n Getting easy-to-understand information about
what your plan covers, what you pay for services,
what drugs it covers, and what providers are in its
network.
n Getting coverage for emergency services.
n Requesting coverage for a prescription drug that
your plan doesnt normally cover.""
""n Requesting coverage for a prescription drug that
your plan doesnt normally cover.
n Appealing a health plans decision not to pay a claim.
Depending on where you live, your state may offer
other rights and protections.
Contact your local
Department of Insurance for more information.
Getting plan information
You have the right to get an easy-to-understand
Summary of Benefits and Coverage (SBC) when
shopping for or enrolling in coverage.
This summary
outlines the health care items and services the plan
covers and the costs youd be responsible for paying
when youre enrolled in the plan.
The SBC also includes
coverage examples for maternity care, diabetes care,
and a simple fracture, so you can see how a particular
plans cost sharing might work for a medical situation.
In addition to the SBC, insurance companies must
also give you a Uniform Glossary that defines certain",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_45,"also give you a Uniform Glossary that defines certain
health coverage and medical care terms.
All plans must
use the same standard form for the SBC and Uniform
Glossary to help you compare plans.
How to get a plans SBC and Uniform Glossary
The SBC is available for every Marketplace plan.
Youll
find a link to it on each plans page when you enroll
through HealthCare.gov.
You can also ask for an SBC
from your insurance company at any time.
All health
plans must give it to you at important points in the
enrollment process, like when you apply for or renew
your policy.
You can also ask a health plan for a copy of
the Uniform Glossary to help you understand
common health care words.
Whats a provider network directory?""
""common health care words.
Whats a provider network directory?
A health plans provider network directory (also called
a provider directory) lists the network of doctors,
hospitals, and other health care providers that contract
with that health plan to give you medical care.
If you
use a doctor or facility thats not in your plans network,
you may have to pay more for the services you get.
When youre shopping for a health plan, use the plans
provider network directory to search for your current
doctor.
You can also use the provider network directory",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_46,"provider network directory to search for your current
doctor.
You can also use the provider network directory
on your health plans website to find a new doctor.
Every Marketplace plan must have a provider network
directory link on its website   and the directory should
have the most current listing of network providers to
help you with your enrollment decisions.
When youre
ready to enroll or you want to preview plans and
prices on HealthCare.gov, youll find direct links to
provider directories for every Marketplace plan.
How can I find out if a plan covers my
prescription drugs?
HealthCare.gov has a link to a list of covered drugs for
each Marketplace plan.
Your SBC will include a link on how
to get more information about your drug coverage.
Coverage of emergency services
All Marketplace plans (except dental-only plans) must
cover emergency services.
Your plan cant require prior
authorization for emergency services you get at a
hospital or independent freestanding emergency
department, even if you get the service out of network.
Generally, your plan must cover emergency services
regardless of any other term or condition of coverage.
What if I get emergency care out of network?
Your Marketplace plan must cover out-of-network
emergency care without:""
""Your Marketplace plan must cover out-of-network
emergency care without:
n Limiting coverage in ways that are more restrictive
than in-network limits.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_47,"n Limiting coverage in ways that are more restrictive
than in-network limits.
n Charging you a copayment or coinsurance thats
more than the cost-sharing requirement for
in-network emergency care.
You may have to pay other out-of-pocket costs, like a
deductible.
Requesting coverage for a prescription
drug that your plan doesnt cover
Every Marketplace plan must have a prescription drug
exceptions process that lets you request coverage of a
prescribed drug your plan doesnt cover.
This is different
from appealing the denial of a drug your plan covers.
How do I request an exception for a non-covered
drug my doctor prescribed?
To request coverage of a drug through the exceptions
process, your doctor would generally submit the
request to your plan (orally or in writing), and explain
that the non-covered drug is appropriate for your
medical condition.
Contact your plan for detailed
information about its prescription drug exceptions process.
Can I get the non-covered drug during the
exceptions process?
While youre in the exceptions process, your plan may
cover your drug until it makes a decision, but the plan
doesnt have to do so.
What happens if I get the exception?
If you get the exception, you can generally get the
non-covered drug for a certain period.
Your health
plan will treat the drug as covered, but your share",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_48,"Your health
plan will treat the drug as covered, but your share
of the cost (like your coinsurance) could apply to the
most expensive drug tier on the list of covered drugs
(formulary).
If your plan covers the drug through the
exception, your share of the cost will count towards
your out-of-pocket maximum.""
""exception, your share of the cost will count towards
your out-of-pocket maximum.
You have the right to get Marketplace information in an accessible format, like large print, braille, or audio.
You also have the right to file a complaint if you feel youve been discriminated against.
Requesting an appeal
If your health insurer refuses to pay a claim or ends
your coverage, you have the right to appeal the decision
and have a third party review it.
You can ask that your
insurance company reconsider its decision.
Insurers
have to tell you why theyve denied your claim or ended
your coverage.
And they have to let you know how you
can dispute their decisions.
Here are some resources to help you with your appeal:
n Understand the appeals process.
For more
information on the coverage appeals process, see
HealthCare.gov appeal-insurance-companydecision appeals.
n Contact your states Consumer Assistance
Program (CAP) or Department of Insurance.
They may be able to help you, along with other
local organizations.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_49,"They may be able to help you, along with other
local organizations.
To find help in your area, visit
LocalHelp.HealthCare.gov.
n Appoint an authorized representative to help
you.
Your representative can be a family member,
friend, advocate, attorney, or someone else who""
""friend, advocate, attorney, or someone else who
will act for you.
To appoint a representative for
your appeal, youll need to send a form or letter
to the Marketplace Appeals Center   even if you
already appointed an authorized representative
for your Marketplace application.
Visit HealthCare.
gov marketplace-appeals getting-help for more
information.
n Get help in your preferred language.
If you dont
speak English, you can get help and information
about appeals and other Marketplace issues in
your preferred language at no cost.
What is COBRA?
COBRA allows employees and their beneficiaries the option to keep group health coverage at group
rates temporarily after certain qualifying events that would otherwise terminate their eligibility for the
coverage, often at the consumers own cost.
COBRA is a law, not a health plan.
o COBRA requires certain group health plans to provide temporary continuation of group health
coverage that otherwise might be terminated.
o Continuation of coverage is only available when coverage would otherwise be lost due to certain
specific events.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_50,"specific events.
o Employers decide whether or not they will contribute to their employees premiums under COBRA.
Consumers may be responsible for the entire monthly premium by themselves.
o The amount COBRA participants contribute to group health coverage is usually more than the
amount active employees contribute toward the group coverage.
o The cost of COBRA participants full premium cannot exceed 102 percent of the cost of the plan for
similarly situated individuals who have not incurred a qualifying event.
4""
""similarly situated individuals who have not incurred a qualifying event.
4
Who Qualifies for COBRA?
COBRA contains provisions giving certain qualified beneficiaries, such as former employees, retirees,
spouses, former spouses, and dependent children, the right to temporary continuation of group
coverage at group rates.
If a consumers employer is required to comply with COBRA, the consumer is eligible for COBRA
continuation coverage after just one day of coverage as an active employee or dependent of an active
employee on their group health plan.
A COBRA qualifying event is what triggers a consumers ability to exercise their COBRA rights.
5
How Does COBRA Work?
COBRA continuation coverage may give consumers the opportunity to purchase temporary extended
health care benefits offered by their former employers while they are looking for a new job or during a
waiting period for health benefits imposed by their new employer.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_51,"waiting period for health benefits imposed by their new employer.
COBRA continuation coverage provides continuity of coverage because consumers generally stay in
exactly the same plan they were in when they were employed, with the same network of doctors and
hospitals and the same deductible.
Consumers also may have more affordable or more generous options for health coverage available to
them and their family through other group health plan coverage, such as through a spouses plan;
individual health insurance coverage, such as through the Marketplace; and or certain governmental
programs.
6
COBRA Qualifying Events
  Qualifying events for employees and or eligible dependents include:
o Death of the current employee;
o Loss of eligibility for the group health plan due to voluntary or involuntary termination or a""
""o Loss of eligibility for the group health plan due to voluntary or involuntary termination or a
reduction in hours as a result of resignation, discharge (except for gross misconduct), layoff, strike
or lockout, medical leave, or slowdown in business operations;
o Divorce or legal separation that terminates the ex-spouses eligibility for benefits; or
o A dependent child reaching the age at which they are no longer eligible for coverage as a
dependent of an active employee under the group plan (generally age 26).
7
How Long Can a Consumer Stay on COBRA?",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_52,"7
How Long Can a Consumer Stay on COBRA?
When consumers elect COBRA continuation coverage due to termination of employment or a reduction
of hours, they are generally allowed up to an additional 18 months of group health coverage.
o In certain circumstances, consumers may extend COBRA continuation coverage up to an additional
36 months of group health coverage.
Extensions:
o Dependents of a covered employee who becomes eligible for Medicare.
o If a covered employee becomes entitled to Medicare benefits and later has a termination of
employment or a reduction of employment hours, the period of COBRA continuation coverage for
the employee's spouse and dependent children lasts until the later of the 36-month period that
begins on the date the covered employee became entitled to Medicare, or the 18- or 29-month
period that begins on the date of the covered employee's termination of employment or reduction
of employment hours.
o Disability: Additional 11 months for a total of 29 months.
8
How Long Can a Consumer Stay on COBRA?
Consumers may also extend COBRA continuation coverage longer than the initial 18-month period with a""
""second qualifying event  e.g., divorce or death  up to an additional 18 months, for a total of 36 months.
For consumers with any qualifying event, COBRA continuation coverage may end earlier if:",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_53,"For consumers with any qualifying event, COBRA continuation coverage may end earlier if:
o An individual does not pay premiums on a timely basis.
o The employer ceases to maintain any group health plan.
o After the COBRA election, an individual obtains coverage with another group health plan.
o After the COBRA election, a beneficiary first becomes enrolled in Medicare benefits.
o An individual engages in conduct that would justify the plan in terminating coverage of a similarly situated
enrollee not receiving continuation coverage (such as fraud).
However, if Medicare entitlement, either Part A or Part B, is effective on or before the date of the COBRA
election, COBRA continuation coverage may not be discontinued on account of Medicare enrollment, even if the
individual enrolls in the other part of Medicare after the date of the election of COBRA continuation coverage.
Eligibility for Medicaid or eligibility for Marketplace coverage does not make consumers ineligible for COBRA.
9
Timelines to Elect COBRA Continuation
Coverage
  Consumers have until the later of 60 days after losing eligibility for their employers group health
coverage or 60 days after receiving their COBRA election notice, whichever is later, to elect COBRA
continuation coverage.
Consumers have 45 days after election to pay their first months premium.
COBRA coverage will generally begin retroactively on the date consumers active-employment-based",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_54,"COBRA coverage will generally begin retroactively on the date consumers active-employment-based
group health coverage ended, as long as the election is made within the allowable election period for
COBRA continuation coverage.
10
Which Employers are Required to Offer
COBRA?""
""10
Which Employers are Required to Offer
COBRA?
Employers with 20 or more employees are generally required to offer COBRA continuation coverage
and to notify their employees of the availability of such coverage.
COBRA applies to plans maintained by private-sector employers and plans sponsored by most state and
local governments.
11
What Benefits Must be Covered by COBRA?
COBRA continuation coverage must provide identical benefits
to those available to similarly situated enrollees who are not
receiving COBRA continuation coverage under the plan
(generally the same coverage that the qualified beneficiary had
immediately before qualifying for continuation coverage).
A change in the benefits under the plan for the active
employees will also apply to qualified beneficiaries in COBRA
continuation coverage.
Qualified beneficiaries must be allowed to make the same
choices given to non-COBRA beneficiaries under the plan, such
as during periods of open enrollment by the plan.""",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_55,"as during periods of open enrollment by the plan.""
Q: What is the health insurance Marketplace?,""A: Health Insurance Marketplaces (also known as Exchanges) are organizations set up to create more organized and competitive markets for buying health insurance.
They offer a choice of different health plans, certify plans that participate, and provide information and in-person assistance to help consumers understand their options and apply for coverage.
Through the Marketplace, individuals and families can shop for coverage if they need to buy health insurance on their own.
Premium and cost sharing subsidies based on income are available through the Marketplace to make coverage affordable for individuals and families.
People with very low incomes can also find out at the Marketplace if they are eligible for coverage through Medicaid and CHIP.
Finally, small businesses can buy coverage for their employees through Small Business Health Options Program (SHOP) Marketplace plans.There is a health insurance Marketplace in every state for individuals and families and for small businesses.
Some are operated by the State and have a special state name (such as CoveredCalifornia or The Maryland Health Benefit Exchange.)
In other states where the federal government runs the Marketplace, it is called HealthCare.gov.""
Q: How do I find my state Marketplace?,A: Links to all state Marketplaces can be found at www.HealthCare.gov
Q: Who can buy coverage in the Marketplace?,""A: Most people can shop for coverage in the Marketplace.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_56,"To be eligible you must live in the state where your Marketplace is, you must be a citizen of the U.S. or be lawfully present in the U.S., and you must not currently be incarcerated.Not everybody who is eligible to purchase coverage in the Marketplace will be eligible for subsidies, however.
To qualify for subsidies (also called premium tax credits) people will have to meet additional requirements having to do with their income and their eligibility for other coverage.""
Q: Im eligible for health benefits at work but want to see if I can get a better deal in the Marketplace.
Can I do that?,""A: You can always shop for coverage on the Marketplace, assuming you meet other eligibility requirements, but if you have access to job-based coverage, you might not qualify for premium tax credits.""
Q: Can I buy a plan in the Marketplace if I dont have a green card?,""A: If you are not a U.S. citizen, a U.S. national, or an alien lawfully present in the U.S., you are not eligible to buy a plan on the health insurance Marketplace.
However, you can shop for health insurance outside of the Marketplace in the non-group market.
Insurers outside of the Marketplace are prohibited from turning you down based on your health status or your immigration status and must follow generally the same rules as plans in the Marketplace.
To obtain coverage, contact a state-licensed health insurance company or a licensed agent or broker.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_57,"To obtain coverage, contact a state-licensed health insurance company or a licensed agent or broker.
Your state Department of Insurance can help you find one.""
Q: Can I get help with my Marketplace application?,""A: All state Marketplaces are required to offer Navigator programs to help consumers complete their application for financial help, including help applying for Medicaid or CHIP.
Navigators also help people review their plan choices and appeal Marketplace decisions.
Navigators are paid by the Marketplace, not by health plans, and they must complete Marketplace training and be free from conflicts of interest.You also may be able to find in-person help from other sources.
In addition to Navigators, other Marketplace-certified, volunteer assister programs are run by community health centers, hospitals, and other non-profit organizations.
These certified assister programs also complete Marketplace training but do not receive funding from the Marketplace.Finally, some consumers work with private insurance brokers to apply for private health insurance plans through the Marketplace.
Brokers also must complete Marketplace training.
They are paid commissions by health insurance companies for each policy they sell.You can find a directory of certified Navigators, assisters, and brokers on your state Marketplace website.
In HealthCare.gov states, the Find Local Help tool is here.""
""Q: I live in one state, but drive across the border every day to work in a different state.
What Marketplace should I use to buy coverage?",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_58,"What Marketplace should I use to buy coverage?
"",""A: Generally, you should buy coverage in Marketplace in the state where you live.""
""Q: I live in different states during the year.
My summer home is in a northern state; my winter home is in a southern state.
Where do I sign up for health coverage?
And if I sign up for a plan in one state, how do I find in-network health providers in the other state?
"",""A: You should buy coverage in the state where you officially reside.
Most states consider you a resident if you intend to make that state your permanent home.
So-called snowbirds may own a second home and live part of the year in another state, but their official state of residence is where they spend most of the year, where they pay taxes, where they register their cars, or are registered to vote.If you are buying coverage in your state of residency but spend a significant amount of time in a different state, you may want to explore plans offered by insurers that use a national provider network so that you could find participating providers in more than one state.""
Q: We buy health coverage in our state Marketplace and our son attends college in a different state.
We want to cover him on our policy.
Can we do that?,""A: Yes, you can.
One key consideration, though, will be whether he can access in-network services while he is away at school.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_59,"Some insurers sell coverage in many states and offer a regional or national provider network.
In addition, some health plans may have agreements with insurers in other states to cover their providers as though they were in-network.
If you cant find a plan that offers network providers in both states, you could consider buying a separate plan for your son.
You could also evaluate what out-of-network coverage, if any, your plan offers.""
Q: I live in State A but my small business is in State B. I want to buy group coverage for my employees through the SHOP Marketplace.
In what state should I buy health benefits?,""A: You should buy group coverage through the SHOP Marketplace in State B, where your business is located.
If your business is located in a HealthCare.gov state, there is no SHOP Marketplace website.
Instead, you should contact insurers directly or work directly with a broker to buy a small group policy.
Be sure to specify that you want a SHOP policy.""
Q: We buy health coverage in our state Marketplace and our son attends college in a different state.
We want to cover him on our policy.
Can we do that?,""A: Yes, you can.
One key consideration, though, will be whether he can access in-network services while he is away at school.
Some insurers sell coverage in many states and offer a regional or national provider network.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_60,"Some insurers sell coverage in many states and offer a regional or national provider network.
In addition, some health plans may have agreements with insurers in other states to cover their providers as though they were in-network.
If you cant find a plan that offers network providers in both states, you could consider buying a separate plan for your son.
You could also evaluate what out-of-network coverage, if any, your plan offers.""
Q: I live in State A but my small business is in State B. I want to buy group coverage for my employees through the SHOP Marketplace.
In what state should I buy health benefits?,""A: You should buy group coverage through the SHOP Marketplace in State B, where your business is located.
If your business is located in a HealthCare.gov state, there is no SHOP Marketplace website.
Instead, you should contact insurers directly or work directly with a broker to buy a small group policy.
Be sure to specify that you want a SHOP policy.""
Q: When can I enroll in private health plan coverage through the Marketplace?,""A: In general, you can only enroll in non-group health plan coverage during the Open Enrollment period.
For 2023 coverage, the Open Enrollment period in HealthCare.gov states begins November 1, 2022 and closes at the end of the day on January 15, 2023 (Pacific Time).",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_61,"If you plan to sign up, be sure to complete your application and select your plan before Open Enrollment ends.
If you want coverage to take effect on January 1, 2023, be sure to sign up no later than December 15, 2022.
If you sign up after December 15, your 2023 coverage will take effect on February 1.
Once the Open Enrollment period is over, most individuals and families will not be able to enroll in Marketplace health plans until the next Open Enrollment period.
However, if you experience certain changes in circumstances during the year, you will have a special 60-day opportunity to enroll in Marketplace Health plans, outside of the Open Enrollment Period.
American Indians and Alaska Natives can enroll in Marketplace coverage throughout the year, not just during Open Enrollment.
In addition, in 2023, people with income up to 150% of the federal poverty level will be able to sign up throughout the year in HealthCare.gov states.
State-run Marketplaces can set their own dates, and several will have a longer Open Enrollment period for 2023 coverage, while in one state it will begin earlier.
The state-run Open Enrollment dates are as follows:",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_62,"California                              November  1, 2022  January 31, 2023

Colorado                               November 1, 2022  January 15, 2023

Connecticut                          November 1, 2022  January 15, 2023 

District of Columbia            November  1, 2023  January 31, 2023

Idaho                                     October 15, 2022  December 15, 2022 

Kentucky                               November 1, 2022  January 15, 2023

Maine                                    November 1, 2022  January 15, 2023

Maryland                              November 1, 2022  January 15, 2023

Massachusetts                    November 1, 2022  January 23, 2023

Minnesota                            November 1, 2022  January 15, 2023 

Nevada                                  November 1, 2022  January 15, 2023

New Jersey                            November  1, 2022  January 31, 2023

New Mexico                          November 1, 2022  January 15, 2023

New York                              November  1, 2022  January 31, 2023

Pennsylvania                        November 1, 2022  January 15, 2023",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_63,"Pennsylvania                        November 1, 2022  January 15, 2023

Rhode Island                        November  1, 2022  January 31, 2023

Vermont                               November 1, 2022  January 15, 2023

Washington                         November  1, 2022  January 15, 2023

 ""
Q: How long after I enroll in a plan will coverage take effect?,""A: During Open Enrollment in HealthCare.gov and some other states, if you enroll in a private health insurance plan by December 15 and make your first premium payment by the due date specified by your plan, your new health coverage starts January 1.
If you sign up after December 15, your 2023 coverage will begin on February 1.
Check with your state-run marketplace to see if different dates apply.",https://www.healthcare.gov/,ACA,5/11/2023
cleaned_content.txt_64,"""
""Q: I signed up for a health plan at the beginning of Open Enrollment, then changed my mind.
Can I switch to a different plan as long as the Open Enrollment period hasnt yet ended?
"",A: Yes.
You can switch to a different plan at any time during Open Enrollment.
Q: What happens if I want to quit a Marketplace health plan during the year?,""A: It is important that you contact both the Marketplace and the health plan and let them know you no longer need coverage.
In HealthCare.gov states, you can log into your Marketplace account, select the terminate coverage option, and enter the required information.
If you have a family policy and want to remove one person from the policy but keep coverage in effect for others, in HealthCare.gov states, log in to your Marketplace account, select the reporting a life change option, and enter the required information.
If you have questions about these changes, seek help from a Navigator or other trained in-person assister.
Making these changes through your Marketplace account will create a written record that you tried to end coverage.
Do not simply stop paying the premium for your Marketplace health plan as a way to terminate coverage.
Nonpayment will eventually cause your coverage to end, but a grace period for nonpayment will keep your coverage in effect for a month after you stop paying; you might have to repay the advanced premium tax credit for that first month of grace period.""",https://www.healthcare.gov/,ACA,5/11/2023
